storeNumber,projectDate,projectTime,manager,duration,streetAddress,city,state,zipCode,totalDoors,vaultDoors,vaultShelves,vaultRun,reachInDoors,reachInFootage,reachInFootage2,uprights,phoneNumber,businessUnit,retailer,jobType,training,trainer,status,projectComments,,,,
2744052,2024-03-26,PM,Catherine Wheeler-Mushlin,0.5,3504 S Tower Rd,Aurora,CO,80013,8,3,,,5,,,,303-766-6881,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741166,2024-03-28,AM,Catherine Wheeler-Mushlin,0.5,18565 E Smoky Hill Rd,Centennial,CO,80015,7,3,,,4,,,,303-617-0200,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741715,2024-03-28,PM,Catherine Wheeler-Mushlin,0.5,6220 S Gun Club Rd,Aurora,CO,80016,7,7,,,,,,,720-870-3544,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741127,2024-03-29,AM,Catherine Wheeler-Mushlin,1,14705 E Arapahoe Rd,Aurora,CO,80016,11,11,,,,8,,,720-870-2018,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709208,2024-04-01,PM,Catherine Wheeler-Mushlin,0.5,3211 Centennial Blvd,Colorado Springs,CO,80907,13,13,,,,,,,719-755-0896,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740675,2024-04-01,AM,Catherine Wheeler-Mushlin,0.5,2715 W Colorado Ave,Colorado Springs,CO,80904,8,3,,,5,,,,719-635-2669,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709874,2024-04-02,AM,Catherine Wheeler-Mushlin,1,435 W Garden of Gods Rd,Colorado Springs,CO,80907,12,12,,,,,,,719-594-0090,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709840,2024-04-03,AM,Catherine Wheeler-Mushlin,0.5,7055 Commerce Center Dr,Colorado Springs,CO,80919,9,9,,,,,,,719-590-6683,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741718,2024-04-03,PM,Catherine Wheeler-Mushlin,0.5,3464 Research Pkwy,Colorado Springs,CO,80920,7,7,,,,,,,719-282-6278,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709881,2024-04-04,AM,Catherine Wheeler-Mushlin,1,7805 N Academy,Colorado Springs,CO,80920,11,11,,,,,,,719-522-9674,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709847,2024-04-05,AM,Catherine Wheeler-Mushlin,1,120 S Rockrimmon Blvd,Colorado Springs,CO,80919,12,12,,,,,,,719-535-0351,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740688,2024-04-08,PM,Catherine Wheeler-Mushlin,0.5,680 Frontage Rd,Longmont,CO,80501,3,3,,,,,,,303-772-6821,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741147,2024-04-08,AM,Catherine Wheeler-Mushlin,0.5,575 S Hover Rd,Longmont,CO,80503,7,3,,,4,,,,303-684-6463,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2703292,2024-04-09,PM,Catherine Wheeler-Mushlin,0.5,605 S Emery St,Longmont,CO,80501,10,10,,,,,,,303-485-9375,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709846,2024-04-09,AM,Catherine Wheeler-Mushlin,0.5,10963 I 25 Access Rd West,Longmont,CO,80501,9,9,,,,7.5,,,303-678-0539,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709082,2024-04-10,AM,Catherine Wheeler-Mushlin,1,6109 Firestone Blvd,Firestone,CO,80504,13,13,,,,,,,303-772-0804,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706787,2024-04-11,AM,Catherine Wheeler-Mushlin,1,5500 14th St,Frederick,CO,80530,12,12,,,,,,,720-689-6693,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706786,2024-04-12,AM,Catherine Wheeler-Mushlin,1,202 South Briggs St,Erie,CO,80516,12,12,,,,,,,720-259-8693,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706625,2024-04-15,AM,Catherine Wheeler-Mushlin,1,425 S Elm Rd,Eaton,CO,80615,12,12,,,,,,,970-454-8737,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709098,2024-04-16,AM,Catherine Wheeler-Mushlin,1,225 22nd St,Greeley,CO,80631,13,13,,,,,,,970-673-4566,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740641,2024-04-17,AM,Catherine Wheeler-Mushlin,1,2720 35Th Ave,Greeley,CO,80634,14,14,,,,,,,970-330-6197,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740697,2024-04-18,AM,Catherine Wheeler-Mushlin,0.5,113 N 2nd St,La Salle,CO,80645,6,6,,,,,,,970-284-5501,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744109,2024-04-18,PM,Catherine Wheeler-Mushlin,0.5,101 Denver Ave,Lupton,CO,80621,7,3,,,4,8,,,303-857-6066,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744089,2024-02-19,AM,Denver Three,5,,,,,,,,,,,,,,RM - Rocky Mountain,Circle K,Center Store,TRUE,,,,,,,
2703290,2024-02-20,AM,Denver Three,5,,,,,,,,,,,,,,RM - Rocky Mountain,Circle K,Center Store,TRUE,,,,,,,
2709898,2024-02-21,AM,Denver Three,4,,,,,,,,,,,,,,RM - Rocky Mountain,Circle K,Center Store,TRUE,,,,,,,
2740691,2024-02-22,AM,Denver Three,3,,,,,,,,,,,,,,RM - Rocky Mountain,Circle K,Center Store,TRUE,,,,,,,
2744079,2024-02-23,AM,Denver Three,2,,,,,,,,,,,,,,RM - Rocky Mountain,Circle K,Center Store,TRUE,,,,,,,
2709878,2024-02-26,AM,Denver Three,1,7425 E Arapahoe Rd,Centennial,CO,80112,7,7,,,,,,,303-694-6743,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709892,2024-02-27,AM,Denver Three,1,8663 South Quebec,Highlands Ranch,CO,80130,9,9,,,,,,,303-683-9922,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709904,2024-02-28,AM,Denver Three,1,9356 South Colorado Blvd,Highlands Ranch,CO,80126,6,6,,,,6,,,303-471-2839,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744100,2024-02-29,PM,Denver Three,0.5,8263 S Quebec St,Centennial,CO,80112,7,4,,,3,,,,303-721-0980,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744127,2024-02-29,AM,Denver Three,0.5,5171 E Arapahoe Rd,Centennial,CO,80122,7,4,,,3,,,,303-721-9187,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709905,2024-03-01,AM,Denver Three,0.5,3988 Red Cedar Drive,Highlands Ranch,CO,80126,7,4,,,3,,,,720-344-4089,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741189,2024-03-01,PM,Denver Three,0.5,9945 S Oswego St,Parker,CO,80134,11,5,,,6,,,,303-790-7728,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741119,2024-03-04,AM,Denver Three,0.5,10098 E Alameda Ave,Denver,CO,80231,7,7,,,,,,,303-366-2456,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744080,2024-03-04,PM,Denver Three,0.5,990 S Monaco Pkwy,Denver,CO,80224,7,4,,,3,,,,303-320-0081,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709854,2024-03-05,AM,Denver Three,0.5,1600 S Colorado,Denver,CO,80222,4,4,,,,,,,303-300-2089,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744094,2024-03-05,PM,Denver Three,0.5,7607 E Iliff Ave,Denver,CO,80231,7,4,,,3,,,,303-755-7110,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709899,2024-03-06,AM,Denver Three,0.5,2290 S Havana,Aurora,CO,80014,7,7,,,,,,,303-369-1092,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740696,2024-03-06,PM,Denver Three,0.5,2190 S Peoria St,Aurora,CO,80014,8,7,,,1,,,,303-671-0370,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709867,2024-03-07,AM,Denver Three,0.5,3595 S Yosemite,Denver,CO,80237,7,7,,,,,,,303-741-0341,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744099,2024-03-07,PM,Denver Three,0.5,7296 E Belleview Ave,Greenwood Village,CO,80110,5,5,,,,,,,303-770-6190,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709845,2024-03-08,PM,Denver Three,0.5,10553 E Briarwood,Centennial,CO,80112,7,7,,,,,,,303-649-9848,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709880,2024-03-08,AM,Denver Three,0.5,7701 E Orchard Rd,Greenwood Village,CO,80111,8,8,,,,,,,303-770-2637,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2703294,2024-03-11,AM,Denver Three,0.5,1255 Academy Park Loop,Colorado Springs,CO,80910,10,10,,,,,,,719-596-6898,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740694,2024-03-11,PM,Denver Three,0.5,1740 Jet Wing Dr,Colorado Springs,CO,80916,8,3,,,5,,,,719-597-4428,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709222,2024-03-12,AM,Denver Three,0.5,1118 Areoplaza Drive,Colorado Springs,CO,80916,13,13,,,,,,,719-755-0996,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740687,2024-03-12,PM,Denver Three,0.5,2455 Arlington Dr,Colorado Springs,CO,80910,5,5,,,,,,,719-632-2284,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709848,2024-03-13,AM,Denver Three,0.5,1204 E Pikes Peak,Colorado Springs,CO,80909,7,7,,,,,,,719-471-1943,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744064,2024-03-13,PM,Denver Three,0.5,432 N Circle Dr,Colorado Springs,CO,80909,6,6,,,,,,,719-633-2962,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2703598,2024-03-14,PM,Denver Three,0.5,613 Meadowbrook Pkwy,Colorado Springs,CO,80915,9,9,,,,,,,719-573-0576,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741168,2024-03-14,AM,Denver Three,0.5,5670 Palmer Park Blvd,Colorado Springs,CO,80915,7,3,,,4,,,,719-572-1006,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709090,2024-03-15,AM,Denver Three,0.5,3770 Citadel Drive N,Colorado Springs,CO,80909,13,13,,,,,,,719-530-7159,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709897,2024-03-15,PM,Denver Three,0.5,210 N Academy Blvd,Colorado Springs,CO,80909,5,5,,,,,,,719-380-1521,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709868,2024-03-18,AM,Denver Three,0.5,3600 W 38th Ave,Denver,CO,80211,8,8,,,,,,,303-477-9808,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740661,2024-03-18,PM,Denver Three,0.5,4498 Sheridan Blvd,Denver,CO,80212,6,6,,,,,,,303-433-7755,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709870,2024-03-19,PM,Denver Three,0.5,3805 Kipling St,Wheat Ridge,CO,80033,10,10,,,,,,,303-423-8434,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709885,2024-03-19,AM,Denver Three,0.5,4885 Kipling St,Wheat Ridge,CO,80033,8,8,,,,,,,303-420-4292,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741118,2024-03-20,AM,Denver Three,0.5,1890 Wadsworth Blvd,Lakewood,CO,80215,8,3,,,5,,,,303-235-0643,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744121,2024-03-20,PM,Denver Three,0.5,722 Kipling St,Lakewood,CO,80215,9,9,,,,,,,303-237-2411,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709888,2024-03-21,AM,Denver Three,0.5,15065 W Colfax Ave,Lakewood,CO,80401,10,4,,,6,,,,303-278-9838,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744113,2024-03-21,PM,Denver Three,0.5,17691 W Colfax Ave,Golden,CO,80401,8,8,,,,6,,,303-279-4783,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709884,2024-03-22,PM,Denver Three,0.5,9207 W Jewell Avenue,Lakewood,CO,80232,6,6,,,,,,,720-962-4599,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744120,2024-03-22,AM,Denver Three,0.5,1155 S Wadsworth Blvd,Lakewood,CO,80226,10,10,,,,6,,,303-986-4421,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709841,2024-03-25,AM,Denver Three,1,1190 West Baptist Road,Monument,CO,80132,8,8,,,,,,,719-487-8632,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740666,2024-03-26,PM,Denver Three,0.5,94 Wolfensberger Rd,Castle Rock,CO,80109,7,7,,,,,,,303-688-4654,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744059,2024-03-26,AM,Denver Three,0.5,310 S Wilcox St,Castle Rock,CO,80104,8,5,,,3,,,,303-688-2090,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709860,2024-03-27,AM,Denver Three,0.5,23 W Wolfensberger,Castle Rock,CO,80109,5,5,,,,,,,720-733-8180,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709901,2024-03-27,PM,Denver Three,0.5,246 Founders Parkway,Castle Rock,CO,80104,8,8,,,,,,,303-688-9147,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741126,2024-03-28,AM,Denver Three,0.5,13185 S Parker Rd,Parker,CO,80134,9,5,,,4,,,,720-851-1756,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744137,2024-03-28,PM,Denver Three,0.5,19302 E Plaza Dr,Parker,CO,80138,9,6,,,3,,,,303-840-2115,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2704585,2024-03-29,PM,Denver Three,0.5,17001 Parkerhouse Road,Parker,CO,80134,10,10,,,,,,,720-316-5970,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741157,2024-03-29,AM,Denver Three,0.5,9701 S Parker Rd,Parker,CO,80134,8,3,,,5,,,,303-840-1974,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709091,2024-04-01,AM,Denver Three,1,2055 S Webster St,Lakewood,CO,80227,13,13,,,,,,,720-259-8676,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741179,2024-04-02,PM,Denver Three,0.5,14011 W Quincy Ave Suite A,Morrison,CO,80465,8,8,,,,,,,303-697-4211,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741188,2024-04-02,AM,Denver Three,0.5,2900 S Bear Creek Blvd,Lakewood,CO,80228,8,3,,,5,,,,303-986-3640,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741167,2024-04-03,AM,Denver Three,0.5,13456 W Bowles Ave,Littleton,CO,80127,11,7,,,4,,,,303-948-2609,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744126,2024-04-03,PM,Denver Three,0.5,4490 S Kipling St,Denver,CO,80123,7,4,,,3,,,,303-933-2078,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741141,2024-04-04,AM,Denver Three,0.5,4797 S Wadsworth Way,Denver,CO,80123,9,3,,,6,,,,303-932-9338,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744128,2024-04-04,PM,Denver Three,0.5,8500 W Crestline Ave,Denver,CO,80123,7,4,,,3,,,,303-933-2076,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709877,2024-04-05,PM,Denver Three,0.5,6798 West Ottawa,Littleton,CO,80128,7,3,,,4,,,,720-981-3154,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741722,2024-04-05,AM,Denver Three,0.5,9986 W Remington Pl,Littleton,CO,80128,7,7,,,,,,,720-981-9700,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741152,2024-04-08,PM,Denver Three,0.5,4502 S Timberline Rd,Fort Collins,CO,80525,7,4,,,3,,,,970-206-1459,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744105,2024-04-08,AM,Denver Three,0.5,2501 S Shields St,Fort Collins,CO,80525,7,4,,,3,,,,970-416-5718,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744104,2024-04-09,AM,Denver Three,0.5,4701 S Lemay Ave,Fort Collins,CO,80525,9,9,,,,,,,970-204-4524,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744135,2024-04-09,PM,Denver Three,0.5,2985 N Taft Ave,Loveland,CO,80525,11,8,,,3,,,,970-203-1321,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,1/8/24 missing pallets tying to locate them 2/9/24 pallets located instide construction trailers rescheled for 1/11-1/12
2740645,2024-04-10,AM,Denver Three,0.5,2500 W Eisenhower Blvd,Loveland,CO,80537,6,6,,,,,,,970-663-7820,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741186,2024-04-10,PM,Denver Three,0.5,126 S Taft Ave,Loveland,CO,80537,8,8,,,,,,,970-663-7261,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740635,2024-04-11,PM,Denver Three,0.5,4206 Ute Hwy #66,Lyons,CO,80540,6,6,,,,,,,303-823-5480,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740698,2024-04-11,AM,Denver Three,0.5,1040 S Lincoln Ave,Loveland,CO,80537,13,13,,,,,,,970-663-6171,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709891,2024-04-12,PM,Denver Three,0.5,1124 Frances Street,Longmont,CO,80501,7,7,,,,,,,303-776-1738,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740650,2024-04-12,AM,Denver Three,0.5,1850 N Main St,Longmont,CO,80501,8,3,,,5,,,,303-682-2873,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709842,2024-04-15,PM,Denver Three,0.5,4570 Chambers Road,Denver,CO,80239,10,10,,,,,,,303-373-9990,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744074,2024-04-15,AM,Denver Three,0.5,5601 Quebec St,Commerce City,CO,80022,10,10,,,,,,,303-288-2060,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744051,2024-04-16,PM,Denver Three,0.5,3790 Chambers Rd,Aurora,CO,80011,10,5,,,5,,,,303-344-3810,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744054,2024-04-16,AM,Denver Three,0.5,1495 N Manila Rd,Bennett,CO,80102,9,9,,,,,,,303-644-3488,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744048,2024-04-17,AM,Denver Three,1,12796 E Colfax Ave,Aurora,CO,80011,5,0,,,5,,,,303-366-3067,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
,2024-04-29,AM,Denver Three,5,,,,,,,,,,,,,,RM - Rocky Mountain,Circle K,Beverage,TRUE,Tim,,,,,,
2741253,2024-01-08,AM,Ivan Morales,2,2210 Joe Battle Blvd,El Paso,TX,79938,16,16,105,5/4/4/3,,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
2741261,2024-01-10,AM,Ivan Morales,2,7660 N Mesa St,El Paso,TX,79912,12,12,70,,,,,12,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
767,2024-01-15,AM,Ivan Morales,1,3400 Nafta Parkway,Brownsville,TX,78526,,,,,,,,,,TX - Texas,Loves,Beverage,,,,,,,,
885,2024-01-16,AM,Ivan Morales,1,21379 US 77 Expressway,Harlingen,TX,78550,,,,,,,,,,TX - Texas,Loves,Beverage,,,,,,,,
739,2024-01-17,AM,Ivan Morales,1,545 W I-2,Donna,TX,78537,,,,,,,,,,TX - Texas,Loves,Beverage,,,,,,,,
284,2024-01-18,AM,Ivan Morales,1,8420 N Expressway 281,Edinburg,TX,78542,,,,,,,,,,TX - Texas,Loves,Beverage,,,,,,,,
2709847,2024-01-29,AM,Ivan Morales,2,120 Rockrimmon Blvd,Colorado Springs,CO,80919,15,15,108,4/4/4/3,,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
2709843,2024-01-31,AM,Ivan Morales,1.5,7480 Austin Bluffs Parkway,Colorado Springs,CO,80918,9,9,61,5/4/0/0,,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
2709837,2024-02-01,PM,Ivan Morales,1.5,5885 Constitution Avenue,Colorado Springs,CO,80915,11,11,74,"4,5,2",,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
2709838,2024-02-05,AM,Ivan Morales,2,6560 South Academy Blvd,Colorado Springs,CO,80906,15,15,100,"1,2,3,5,4",,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
2741171,2024-02-07,AM,Ivan Morales,2,430 W. Abriendo Ave,Pueblo,CO,81004,12,12,72,"4,4,4",,,,,,RM - Rocky Mountain,Circle K,Flex Roller,,,,,,,,
817,2024-02-19,AM,Ivan Morales,1,2401 Airport Rd,Santa Teresa,NM,88008,,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
259,2024-02-21,AM,Ivan Morales,1,8993 Robert Larson Blvd,Las Cruces,NM,88007,,,,,,,,,,TX - Texas,Loves,Beverage,,,,,,,,
276,2024-02-22,AM,Ivan Morales,1,900 W. Motel Dr.,Lordsburg,NM,88045,,,,,,,,,,TX - Texas,Loves,Beverage,,,,,,,,
831,2024-02-26,AM,Ivan Morales,1,1600 N Fort Grant Rd,Wilcox,AZ,85643,,,,,,,,,,TX - Texas,Loves,Beverage,,,,,,,,
460,2024-02-28,AM,Ivan Morales,1,643 S. Highway 90,Benson,AZ,85602,,,,,,,,,,TX - Texas,Loves,Beverage,,,,,,,,
9,2024-02-29,AM,Ivan Morales,1,640 State Road 90,Benson,AZ,85602,,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
350,2024-03-01,AM,Ivan Morales,1,739 E. Frontage Road,Nogales,AZ,85621,,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
2741262,2024-03-04,AM,Ivan Morales,1,9950 Gateway Blvd N,El Paso,TX,79924,12,12,,,,,,,915-751-0684,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741264,2024-03-05,AM,Ivan Morales,1,9050 Gateway Blvd N,El Paso,TX,79904,12,12,,,,,,,915-755-1123,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,Started store on 1/9
2703298,2024-03-06,AM,Ivan Morales,1,10840 Dyer St,El Paso,TX,79934,7,7,,,,,,,915-822-2151,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2700481,2024-03-07,AM,Ivan Morales,1,10616 Mccombs,El Paso,TX,79924,8,8,,,,,,,915-821-6564,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2701257,2024-03-08,AM,Ivan Morales,1,10567 Rushing,El Paso,TX,79924,9,9,,,,,,,915-821-2232,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706024,2024-03-11,PM,Ivan Morales,0.5,8130 Alameda,El Paso,TX,79907,7,7,,,,,,,915-860-8664,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741271,2024-03-11,AM,Ivan Morales,0.5,513 Lomaland Dr,El Paso,TX,79907,6,6,,,,8,,,915-590-1207,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2700450,2024-03-12,AM,Ivan Morales,0.5,7100 N Loop,El Paso,TX,79915,7,4,,,3,,,,915-775-1381,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741256,2024-03-12,PM,Ivan Morales,0.5,7008 Gateway Blvd E,El Paso,TX,79915,4,4,,,,,,,915-779-0635,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2700026,2024-03-13,AM,Ivan Morales,0.5,3101 Mc Rae,El Paso,TX,79925,7,7,,,,,,,915-591-6654,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706104,2024-03-13,PM,Ivan Morales,0.5,10120 Montana Ave,El Paso,TX,79925,7,7,,,,,,,915-591-0087,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706126,2024-03-14,PM,Ivan Morales,0.5,6148 Gateway East,El Paso,TX,79905,4,4,,,,,,,915-881-9575,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706620,2024-03-14,AM,Ivan Morales,0.5,1612 Hawkins Blvd,El Paso,TX,79925,12,12,,,,,,,915-843-2759,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2705306,2024-03-15,PM,Ivan Morales,0.5,6095 Montana,El Paso,TX,79925,7,7,,,,,,,915-771-7032,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741362,2024-03-15,AM,Ivan Morales,0.5,1250 Airway Blvd,El Paso,TX,79925,6,6,,,,8,,,915-779-0779,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2704485,2024-03-18,AM,Ivan Morales,1,13008 Indiana Ave,Lubbock,TX,79423,13,13,,,,,,,806-642-0861,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709096,2024-03-19,AM,Ivan Morales,1,7202 Indiana Ave,Lubbock,TX,79423,13,13,,,,,,,806-796-3925,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709095,2024-03-20,AM,Ivan Morales,1,9703 Milwaukee Ave,Lubbock,TX,79424,13,13,,,,,,,806-224-1179,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2704486,2024-03-21,AM,Ivan Morales,1,103 W Loop 289,Lubbock,TX,79416,13,13,,,,,,,806-368-4203,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709094,2024-03-22,AM,Ivan Morales,1,6601 Milwaukee Ave,Lubbock,TX,79424,13,13,,,,,,,806-698-6873,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
492,2024-03-25,AM,Ivan Morales,1,5202 South Cedar St.,Pecos,TX,79772,,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
256,2024-03-26,AM,Ivan Morales,1,810 E Broadway,Van Horn,TX,79855,,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
214,2024-03-27,AM,Ivan Morales,1,1300 Horizon Blvd.,El Paso,TX,79928,,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
447,2024-03-28,AM,Ivan Morales,1,3000 Mountain Pass Blvd,Anthony,TX,79821,,,,,,,,,,RM - Rocky Mountain,Loves,Beverage,,,,,,,,
2700515,2024-04-01,AM,Ivan Morales,1,914 Date,T or C,NM,87901,6,6,,,,,,,575-894-4335,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709675,2024-04-02,AM,Ivan Morales,1,624 Franklin St,Hatch,NM,87937,15,15,,,,,,,575-267-8813,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2706001,2024-04-03,AM,Ivan Morales,0.5,801 E Thorpe Road,Las Cruces,NM,88007,10,10,,,,,,,575-647-3767,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709671,2024-04-03,PM,Ivan Morales,0.5,2701 Elks Dr,Las Cruces,NM,88005,10,10,,,,,,,575-526-6124,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2700278,2024-04-04,PM,Ivan Morales,0.5,617 W Picacho,Las Cruces,NM,88001,10,10,,,,8,,,575-524-1470,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709679,2024-04-04,AM,Ivan Morales,0.5,2601 Dona Ana Rd,Dona Ana,NM,88007,10,10,,,,,,,575-249-3793,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
